label,text
건선,"지난 몇 주 동안 팔, 다리, 몸통에 피부 발진이 생겼어요. 빨갛고 가려운데, 마른 비늘 같은 게 덮여 있어요."
건선,"제 피부가 벗겨지고 있어요, 특히 무릎, 팔꿈치, 그리고 두피 쪽이요. 이 벗겨짐이 종종 화끈거리거나 따끔거리는 느낌이랑 같이 와요."
건선,"손가락, 손목, 무릎 관절에 통증이 있어요. 통증이 자주 욱신거리고 쑤시는데, 관절을 움직일 때 더 심해져요."
건선,"제 피부에 은색 가루 같은 게 생겼어요. 특히 허리 아래쪽이랑 두피에 많이 보이는데, 이게 작은 비늘 같은 거라서 긁으면 쉽게 떨어져요."
건선,"손톱에 작은 움푹 들어간 자국이나 점 같은 게 생겼고, 만지면 자주 염증이 생긴 것처럼 아파요. 팔에도 작은 발진이 좀 있어요."
건선,손바닥이랑 발바닥 피부가 두꺼워지고 깊은 갈라짐이 생겼어요. 이 갈라진 곳들이 아프고 쉽게 피가 나요.
건선,"입 주변이랑 코, 눈 주위 피부가 빨갛고 염증이 생겼어요. 자주 가렵고 불편해요. 손톱에도 눈에 띄게 염증이 있어요."
건선,제 피부가 굉장히 예민해서 온도나 습도 변화에 쉽게 반응해요. 그래서 어떤 제품을 피부에 사용하는지도 항상 조심해야 해요.
건선,"갑자기 몸 여기저기, 주로 팔, 다리, 등에 피부가 벗겨지는 걸 발견했어요. 그리고 관절 통증이 심하고 피부 발진도 있어요."
건선,제 성기 피부가 빨갛게 부어올랐어요. 자주 가렵고 화끈거리고 불편해요. 몸 여기저기에도 발진이 있어요.
건선,요즘 피곤하고 몸이 좀 안 좋은 것 같아요. 푹 자고 일어나도 자주 피곤하고 기운이 없어요.
건선,"피부에 생긴 발진이 가슴이랑 배 쪽으로 번졌어요. 가렵고 불편한데, 특히 밤에 더 심해지는 것 같아요. 게다가 피부가 벗겨지기도 해요."
건선,"겨울철에 공기가 건조할 때 피부 발진이 더 심해져요. 그래서 보습제를 더 자주 발라야 하고, 가습기도 사용해서 피부를 촉촉하게 유지하려고 해요."
건선,"발진 때문에 가려움증이 생겨서 잠을 잘 못 자겠어요. 그리고 손톱에 작은 오목한 부분들이 생겼는데, 이게 정말 걱정돼요."
건선,제 피부가 건조하고 각질이 많아서 자주 감염이 되는 것 같아요. 관절에도 심한 통증이 있어요. 무릎이랑 팔꿈치 쪽 피부가 벗겨지기 시작했어요.
건선,피부에 발진이 생기기 시작했어요. 긁거나 문지르면 자주 피가 나고요. 게다가 손톱에 작은 패인 자국도 생긴 것 같아요.
건선,요즘 피부가 예전보다 더 예민해진 것 같아요. 특히 등에랑 팔꿈치 쪽에 은색 가루 같은 게 생겼어요.
건선,"손바닥이랑 팔꿈치, 무릎에 계속해서 피부가 벗겨져서 걱정이에요. 팔에는 발진도 생겼는데, 만지면 가려워요. 이런 것들 때문에 생활이 너무 불편하고 힘들어요."
건선,관절에 이상한 통증이 있어요. 그리고 몸 여기저기에서 피부가 이상하게 벗겨지는 것도 발견했어요. 제 몸에 뭔가 문제가 있는 것 같아서 걱정돼요.
건선,손톱에 작은 움푹 파인 자국들이 생겼어요. 게다가 관절도 심하게 아프기 시작했어요. 특히 등에 은빛 가루 같은 게 피부에 생겼어요.
건선,"피부에 난 발진이 잘 낫지 않아요. 게다가 갑자기 피부가 벗겨지는 것도 발견했는데, 특히 팔꿈치랑 무릎 쪽이요. 정말 걱정돼요."
건선,"몇 주 전부터 팔이랑 다리, 가슴에 피부 발진이 생겼어요. 빨갛고 가려운데, 건조하고 비늘 같은 부분도 있어요. 그리고 관절도 이상하게 아프네요."
건선,"피부가 벗겨지고 있어요, 특히 무릎, 팔꿈치, 두피 쪽이요. 이게 자주 따끔거리거나 화끈거리는 느낌이랑 같이 나타나요."
건선,"손가락이랑 손목, 무릎 관절이 불편해요. 통증이 자주 쑤시고 욱신거리는데, 관절을 움직일 때 더 심해져요."
건선,"제 피부에 특히 등에, 팔에, 두피에 은빛 막 같은 게 생겼어요. 이게 작은 비늘처럼 되어 있어서 긁으면 쉽게 벗겨져요."
건선,"입 주변이랑 코, 눈 주위 피부가 빨갛고 염증이 생겼어요. 자주 가렵고 불편한데, 최근에는 진짜 많이 아파졌어요."
건선,제 피부가 너무 예민해서 온도나 습도가 조금만 바뀌어도 금방 자극을 받아요. 그리고 손톱에 움푹 들어간 자국이 생겼어요. 이런 갑작스러운 변화가 걱정돼요.
건선,"갑자기 몸 여기저기, 주로 팔, 다리, 등 쪽에 피부가 벗겨지고 있어요. 게다가 관절도 많이 아프고 피부에 발진도 생겼어요. 이 발진이 몸 다른 부위로도 퍼지고 있어요."
건선,제 성기 피부가 빨갛고 자극을 받은 것 같아요. 자주 따갑고 화끈거리고 불편해요. 몸 여기저기에 발진도 있어요. 그리고 관절에 이상한 통증이 있어요.
건선,"요즘 피부 발진 때문에 가렵고 아파서 잠을 잘 못 자겠어요. 손톱에 작은 움푹 들어간 자국들이 생겼는데, 이게 정말 걱정돼요. 손톱에 눈에 띄게 염증도 있어요."
건선,피부가 건조하고 각질이 생겨서 자꾸 감염이 되는 것 같아요. 관절도 너무 아파요. 무릎이랑 팔꿈치 쪽 피부가 벗겨지기 시작했어요.
건선,"피부에 발진이 생겼어요. 긁거나 문지르면 자주 피가 나요. 게다가 손톱에 작은 패임도 생겼고, 손톱이 눈에 띄게 부어올랐어요."
건선,요즘 피부가 예전보다 더 예민해진 것 같아요. 특히 등에랑 팔꿈치에 은색 막 같은 게 생겼어요.
건선,손바닥이랑 발바닥이 많이 두꺼워지고 심하게 갈라졌어요. 이 갈라진 틈이 너무 불편하고 자주 피가 나요. 게다가 피부가 벗겨지기 시작했어요.
건선,손톱에 작은 구멍 같은 게 생기기 시작했어요. 걱정되는데 뭐가 원인인지 모르겠어요. 게다가 관절도 아프고 팔이랑 등에 발진도 있어요.
건선,피부에 은색 가루 같은 게 묻어 있는 것 같아요. 게다가 팔이랑 등에 있는 피부가 벗겨지기 시작했어요. 이게 좀 이상하고 정말 걱정돼요.
건선,"제 피부 발진이 가슴이랑 배를 포함해서 몸 다른 부위로 번졌어요. 가렵고 불편한데, 특히 밤에 더 심해요. 그리고 피부가 벗겨지기도 해요."
건선,"겨울에 공기가 건조해지면 피부 발진이 더 심해져요. 그래서 피부를 촉촉하게 유지하려면 보습제를 더 자주 발라야 하고, 가습기도 사용해야 해요. 그리고 관절 통증도 겪고 있어요."
건선,"요즘 발진 때문에 가렵고 아파서 잠을 잘 못 자겠어요. 손톱에 작은 홈도 생겼고, 몸 여기저기에서 피부가 벗겨지고 있어요."
건선,"제 피부가 여기저기 벗겨지고 있는데, 특히 무릎, 팔꿈치, 팔 쪽이 심해요. 벗겨질 때 아프거나 화끈거리는 느낌도 자주 들고요. 게다가 손톱에 작은 홈 같은 게 생기고 있어서 정말 걱정돼요."
건선,제 피부에 특히 등하고 팔 쪽에 은빛 같은 층이 생겼어요. 이게 작은 비늘처럼 돼 있어서 문지르면 쉽게 벗겨져요. 그리고 몸 전체에 발진도 있어요.
건선,"팔이랑 얼굴, 등에 빨갛게 뭐가 나고 가려워요. 자꾸 간지럽고 불편해요. 손톱에도 이상하게 염증이 생기고 작은 움푹 들어간 자국들이 있어요. 이런 건 처음 봐요."
건선,"요즘 발진 때문에 가렵고 아파서 잠을 잘 못 자겠어요. 손톱에 작은 움푹 들어간 자국들이 생겼는데, 이게 정말 걱정돼요. 게다가 매일 관절도 아픈데, 왜 그런지 전혀 모르겠어요."
건선,"손가락이랑 발바닥에 피부가 두껍게 생겼는데, 심하게 갈라져 있어요. 이 갈라진 부분들이 자주 아프고 피가 나요. 그리고 가려운데다가 비늘처럼 덮여 있어요."
건선,"제 피부가 예전에는 덜 민감했는데 요즘은 더 민감해졌어요. 특히 등에, 팔꿈치랑 무릎에 은빛 같은 막이 생겼어요."
건선,"손톱에 약간 움푹 들어간 자국이 생겼어요. 그리고 관절도 요즘 너무 아파요. 피부에 은색 가루 같은 게 생겼는데, 특히 등에랑 팔꿈치 쪽이 심해요."
건선,요즘 피부 발진 때문에 아프고 가려워서 잠을 잘 못 자겠어요. 손가락 피부도 벗겨지기 시작했어요. 게다가 손톱에 작은 금이 가 있어서 정말 걱정돼요.
건선,관절이 좀 이상하게 불편해요. 게다가 몸 여기저기에서 피부가 이상하게 벗겨지고 있어요. 몸에 무슨 문제가 있는 건 아닌지 걱정돼요.
건선,"팔이랑 목에 두드러기가 나기 시작했어요. 긁으면 자주 피가 나고 아파요. 그리고 손톱에 작은 움푹 들어간 자국도 생겼는데, 이게 좀 이상해요."
건선,피부가 건조하고 각질이 생겨서 자꾸 염증이 생겨요. 관절도 너무 아파요. 무릎이랑 팔꿈치 피부가 벗겨지기 시작했어요.
하지정맥류,다리 쪽에 발진이 생겨서 많이 불편해요. 쥐가 나는 것 같고 종아리 쪽에 혈관이 도드라져 보여요. 게다가 지난 며칠 동안 너무 피곤하고 기운이 없어요.
하지정맥류,걸어 다니거나 오래 서 있으면 종아리에 쥐가 나요. 종아리에 멍도 들어 있어서 걱정돼요. 그리고 금방 피곤해져요.
하지정맥류,"다리 쪽에 멍이 들어 있는데 왜 그런지 모르겠어요. 피부 아래에 이상한 혈관도 보이고요. 제가 약간 비만인데, 정말 걱정돼요."
하지정맥류,저는 체중이 많이 나가고 다리가 부어오르면서 혈관이 보이기 시작했어요. 종아리에 부은 혈관들이 줄줄이 보이네요.
하지정맥류,종아리 쪽 혈관이 많이 튀어나와서 불편해요. 오래 서 있으면 다리가 쥐 나는 것처럼 아파서 오래 못 서 있겠어요.
하지정맥류,다리 정맥 주변 피부가 빨갛게 부어올랐어요. 부풀어 오른 혈관도 보이는 것 같아요. 정말 걱정돼요.
하지정맥류,오래 서 있거나 걸으면 다리가 많이 아파요. 운동을 하면 쥐도 나고요. 다리에 멍 자국도 있어요.
하지정맥류,종아리에 쥐가 나서 걷기가 힘들어요. 일을 좀 하고 나면 피곤해지기도 하고요. 아마도 이게 다 비만 때문인 것 같아요.
하지정맥류,최근 몇 주 동안 다리 부기가 더 심해졌어요. 이제 종아리에 혈관이 많이 보이기 시작해서 걱정돼요.
하지정맥류,"다리 정맥이 너무 눈에 띄고 불편해요. 큰 멍이 든 것 같고, 달릴 때 쥐가 나요."
하지정맥류,종아리 피부가 염증이 생기고 빨갛게 됐어요. 뛰거나 운동하려고 하면 다리가 아파요.
하지정맥류,"요즘 종아리가 계속 아프고 오래 서 있거나 걸으면 더 심해져요. 다리가 붓기 시작했고, 혈관도 좀 도드라져 보여요."
하지정맥류,다리 정맥 때문에 불편하고 밤에 잠을 잘 못 자겠어요. 왜 이런지 모르겠어요. 전력 질주할 때 쥐도 나요.
하지정맥류,다리가 부어서 신발이 잘 안 맞아요. 달리기를 하거나 오래 서 있는 것도 힘들고요. 그리고 부은 혈관도 좀 보여요.
하지정맥류,"종아리에 쥐가 나는 게 점점 더 자주 생기고 심해지는 것 같아요. 그래서 많이 불편해요. 게다가 제가 과체중인데, 다리도 붓기 시작했어요."
하지정맥류,오래 앉아 있으면 다리 정맥이 불편해요.
하지정맥류,다리 쪽에 발진이 퍼지고 더 심해지고 있어요. 그래서 뛰는 게 정말 힘들어졌어요.
하지정맥류,운동할 때 다리가 많이 불편해요. 자주 쥐가 나고 혈관이 눈에 띄게 보이는 것 같아요.
하지정맥류,종아리에 혈관이 도드라져 보여서 신경 쓰이고 좀 창피해요. 아마도 제 과체중 때문인 것 같아요.
하지정맥류,다리 정맥 주변 피부가 건조하고 각질이 일어나요. 큰 멍이 든 것 같고 다리가 붓기 시작했어요.
하지정맥류,다리 쪽에 발진이 생겨서 많이 가렵고 불편해요. 빨갛게 부어오르고 점점 번지는 것 같아요.
하지정맥류,"요즘 종아리에 쥐가 자주 나요, 특히 오래 걷거나 서 있을 때 더 그래요. 그리고 혈관도 많이 도드라져 보여요."
하지정맥류,"다리 쪽에 멍이 생겼는데, 왜 생겼는지 모르겠어요. 아프진 않은데 좀 걱정돼요."
하지정맥류,제가 요즘 살이 좀 쪄서 그런지 다리가 부어오르고 혈관도 평소보다 더 잘 보이는 것 같아요. 붓기가 시간이 지날수록 더 심해지는 것 같아요.
하지정맥류,종아리 쪽 혈관이 너무 튀어나와서 불편해요. 부어오르고 피부 밖으로 튀어나와 있어요.
하지정맥류,"다리 정맥 주변 피부가 빨갛고 염증이 생긴 데다 가려워요. 이 때문에 많이 불편하고, 자꾸 쥐도 나기 시작해요."
하지정맥류,"오래 서 있거나 걸으면 다리가 많이 아파요. 쥐가 나는 것처럼 아프고, 오래 서 있으면 있을수록 더 심해져요."
하지정맥류,종아리에 쥐가 나서 걷거나 일상생활 하는 게 힘들어요. 갑자기 쥐가 나고 몇 분 동안 계속돼요.
하지정맥류,최근 몇 주 동안 다리 부기가 더 심해져서 신발 신기가 힘들어요. 오래 앉아 있을 때도 불편함이 느껴져요.
하지정맥류,다리 정맥이 너무 도드라져서 불편해요. 부어오르고 피부 밖으로 튀어나와서 옷 밖으로도 보여요.
하지정맥류,종아리 피부가 가렵고 염증이 생겨서 많이 불편하고 밤에 잠도 잘 못 자겠어요. 혈관도 튀어나오기 시작해서 걱정돼요.
하지정맥류,종아리가 계속 아프고 오래 서 있거나 걸으면 더 심해져요. 계속 쥐가 나고 오래 뛰지를 못하겠어요.
하지정맥류,다리 정맥 때문에 불편하고 밤에 잠을 잘 못 자겠어요. 정맥이 부어서 피부 밖으로 튀어나와서 눈에 띄고 아파요.
하지정맥류,"다리 부종 때문에 신발이 잘 안 맞고, 오래 앉아 있으면 불편해요."
하지정맥류,종아리에 쥐가 나는 게 점점 더 자주 생기고 심해져서 걷거나 일상생활하는 게 힘들어요.
하지정맥류,앉아 있을 때 다리 정맥이 불편해요. 정맥이 부어오르고 피부 밖으로 튀어나와서 아프고 눈에 잘 띄어요.
하지정맥류,"다리에 난 발진이 점점 퍼지고 심해지고 있어요. 빨갛고 염증이 생겨서 가렵고, 그래서 많이 불편하고 밤에 잠도 잘 못 자겠어요."
하지정맥류,"운동할 때 다리가 많이 불편해요. 다리가 무겁고 부은 느낌이 들고, 정맥이 두드러지고 아파요. 항상 피곤한 느낌이에요."
하지정맥류,종아리에 있는 혈관이 너무 튀어나와서 신경 쓰이고 부끄러워요. 부어오르고 피부 밖으로 튀어나와서 너무 잘 보여요.
하지정맥류,다리 정맥 주변 피부가 건조하고 각질이 일어나서 불편하고 가려워요. 그리고 자주 쥐도 나기 시작했어요.
하지정맥류,"다리 쪽에 발진이 생겼는데, 너무 아파요. 쥐가 난 것 같고 종아리에 혈관이 도드라져 보여요."
하지정맥류,"다리 정맥이 평소보다 더 부어오르고 눈에 띄게 보이네요. 피부를 통해 보일 정도고, 움직일 때마다 아파요."
하지정맥류,종아리에 쥐가 나서 걷기가 힘들어요. 이게 아마 비만 때문인 것 같아요. 일 좀 하다 보면 너무 피곤해요.
하지정맥류,다리 혈관이 너무 잘 보여서 아파요. 혈관이 크고 피부 밖으로 튀어나와 있어요. 좀 이상해서 걱정돼요.
하지정맥류,요즘 다리 혈관이 평소보다 더 눈에 띄는 것 같아서 좀 걱정이에요. 게다가 매일 쥐도 나고 있어요.
하지정맥류,지난 며칠 동안 다리 부기가 더 심해졌어요. 혈관이 피부 밖으로 튀어나온 게 보일 정도예요. 이건 좀 이상한 것 같아요.
하지정맥류,"오래 서 있거나 걸으면 다리가 너무 불편해요. 타는 듯한 통증이 있는데, 오래 서 있으면 있을수록 더 심해져요."
하지정맥류,제 다리 정맥 주변 피부가 좀 이상해요. 큰 멍이 생긴 것 같아요. 요즘 달리거나 전력 질주할 때 자주 쥐가 나요.
하지정맥류,"최근 며칠 동안 쥐가 너무 자주 나요. 뭔가 잘못된 것 같아요. 종아리에 작은 멍이 있는 것 같긴 한데, 확실하진 않아요."
하지정맥류,"종아리 쪽 정맥이 좀 이상하게 튀어나와 있어요. 그래서 걱정이 되네요. 그리고 제가 과체중인데, 이게 다 그 때문인 것 같아요."
장티푸스,"변비가 있고 배가 아파서 너무 불편해요. 배 아픈 게 점점 심해져서 일상생활에도 지장이 생기기 시작했어요. 게다가 매일 밤마다 오한이 들고, 그 뒤에는 약간 열도 나요."
장티푸스,"설사가 좀 있었는데, 진짜 불편했어요. 왔다 갔다 하면서 배에 경련도 있고 더부룩하기도 했어요."
장티푸스,"저기, 제가 요즘 오한이랑 열이 나고 배도 너무 아파요. 전체적으로 너무 힘들고 이 증상들이 도무지 나아지질 않네요."
장티푸스,요즘 구토랑 설사 때문에 수분 보충이 잘 안 돼요. 약간 열도 나고 변비에 두통도 있어요.
장티푸스,"지난주에 체중이 많이 줄었어요. 구역질이랑 구토 때문에 잘 먹지를 못했거든요. 그러고 나서 약간 열도 나고, 머리도 아프고, 배도 아프네요. 건강이 정말 걱정돼요."
장티푸스,요즘 너무 피곤해서 불편할 정도예요. 평소에 하던 일들도 하기 힘들고요. 기분도 많이 우울하고 짜증도 많이 나요. 배 쪽에 약간의 통증도 있어요.
장티푸스,지난주부터 계속 머리가 아팠는데 점점 심해지고 있어요. 배도 아프고 변비랑 설사도 같이 있어요.
장티푸스,"밤에 특히 열이 많이 나고, 너무 불편해요. 가벼운 두통도 있고 변비랑 설사도 같이 있어요."
장티푸스,"숨쉬기가 너무 힘들고, 계속 메스꺼운 느낌이 들어요. 배도 약간 아프고요. 가끔 너무 무서워요."
장티푸스,"설사가 물처럼 묽고 냄새도 심하게 나요. 배도 아프고, 거의 계속 토할 것 같은 느낌이에요."
장티푸스,고열에 두통이랑 오한 때문에 잠을 잘 못 자고 있어요. 매일 아침 배가 너무 아파서 깨어나요.
장티푸스,요즘 설사랑 변비가 번갈아가면서 생기고 있어서 정말 걱정이에요. 배 쪽에 찌르는 듯한 날카로운 통증도 느껴지고요. 항상 피곤한 느낌이에요.
장티푸스,요즘 변비가 좀 있고 배도 아파서 너무 불편해요. 통증이 점점 심해지고 있어서 일상생활에 정말 지장이 많아요.
장티푸스,"배가 너무 아프고 변비가 심해서 정말 짜증나요. 가끔은 구토가 나올 것 같기도 하고, 이래서 그런지 몸이 너무 힘들어요."
장티푸스,"배가 아팠다 괜찮았다를 반복하고 있는데, 정말 불편해요. 변비도 있고 구토도 같이 하고 있어요. 건강이 정말 걱정돼요."
장티푸스,배에 가스가 많이 차고 변비도 있어서 너무 불편해요. 배에 압박감도 느껴지고 아프기도 해요.
장티푸스,배가 너무 아프고 변비가 있어요. 매일 밤 열이 심하게 나고 오한이랑 두통도 같이 와요. 지난 며칠 동안 정말 불편했어요.
장티푸스,요즘 너무 피곤하고 기운이 없어서 힘들어요. 구토랑 메스꺼움 때문에 입맛도 완전히 없어졌고요. 배도 아파서 걱정이에요.
장티푸스,요즘 변비랑 복통이 있어서 정말 힘들어요. 불편함이 점점 심해져서 일상생활에 큰 지장이 있어요.
장티푸스,구토랑 설사 때문에 수분 보충이 정말 힘들어요. 열도 많이 나고 변비랑 두통도 있어요.
장티푸스,배가 자주 아프고 정말 많이 아파요. 변비도 있고 구토도 했어요. 건강이 좀 걱정돼요.
장티푸스,배가 너무 아프고 변비가 있어요. 매일 밤마다 두통이랑 오한도 생기고요. 지난 며칠 동안 정말 힘들었어요.
장티푸스,배에 뭔가 뚜렷한 통증이 있어요. 뭐 때문인지 잘 모르겠어요. 그리고 계속 구토하고 메스꺼운 느낌도 들어요.
장티푸스,설사가 물처럼 심하게 나오고 냄새도 많이 나요. 그리고 심한 복통이랑 두통도 같이 있어요. 대부분의 시간 동안 토할 것 같아요.
장티푸스,지난 며칠 동안 열이 났어요. 그런데 이제는 배에 심한 통증이 생기고 변비도 생겼어요.
장티푸스,요즘 속이 너무 메스껍고 자꾸 토하게 돼서 음식을 거의 못 먹고 있어요. 입맛도 완전히 떨어져서 그런지 몸이 많이 약해졌어요.
장티푸스,열이 많이 나고 두통 때문에 잠을 잘 못 자겠어요. 게다가 배도 계속 아파서 출근을 못 하고 있어요.
장티푸스,요즘 너무 피곤하고 힘이 없어요. 아무리 쉬어도 나아지질 않네요. 열도 좀 있고 배 쪽에 이상한 통증도 있어요. 도대체 왜 이러는지 모르겠어요.
장티푸스,변비랑 속이 불편해서 너무 힘들어요. 어젯밤에는 열도 좀 났어요.
장티푸스,"요즘 설사 때문에 너무 힘들어요. 왔다 갔다 하는데, 배도 아프고 가끔 구토도 해요."
장티푸스,"요즘 몸이 으슬으슬 춥고 열도 나고 배가 너무 아파요. 전반적으로 기분도 안 좋고, 이 증상들이 잘 안 없어지네요."
장티푸스,"토하고 설사 때문에 수분 보충이 잘 안 돼서 힘들어요. 약간 열도 있고, 배도 아파요."
장티푸스,"저 설사가 생겼어요. 배가 심하게 아파요. 아무것도 먹고 싶지 않고, 머리도 자주 지끈거려요."
장티푸스,배에 가스가 많이 차고 변비가 있어서 너무 아파요. 배에 압박감도 심하고 통증도 있어요. 매일 밤마다 열이 많이 나고 오한이 들어요.
장티푸스,"지난주부터 계속 배가 아픈데, 약을 먹어도 낫질 않아요. 속이 메스껍고 아무것도 못 먹겠어서 너무 힘이 없어요."
장티푸스,배가 너무 아프고 설사도 심해요. 열도 많이 나고 두통도 있어요. 지난 며칠 동안 정말 힘들었어요.
장티푸스,배가 너무 아프고 속이 많이 메스꺼워요. 열도 조금 나는 것 같아요. 정말 걱정돼요.
장티푸스,요즘 변비가 심하고 배도 아파요. 불편함이 점점 심해져서 일상생활에 정말 지장이 많아요. 식욕도 완전히 떨어져서 아무것도 먹고 싶지 않은 기분이에요.
장티푸스,거의 항상 피곤해요. 아무것도 먹고 싶지 않고요. 매일 밤마다 열이 많이 나고 오한도 들어요. 게다가 어제부터는 토하기도 해요.
장티푸스,"요즘 입맛이 없고 체중이 많이 줄었어요. 배, 특히 위랑 장 쪽이 아파요. 건강이 걱정돼요."
장티푸스,배가 심하게 자주 아파요. 구토도 하고 변비도 있어요. 건강이 걱정돼요.
장티푸스,요즘 설사가 나고 하루에 여러 번 물 같은 변을 봐요. 입맛도 없고 계속 메스꺼워요. 게다가 열도 조금씩 나기 시작했어요.
장티푸스,저 요즘 몸이 많이 약해진 것 같아요. 속도 많이 불편하고 변비도 심해서 너무 힘들어요. 가끔씩 구역질이 심하게 나서 아무것도 먹을 수가 없어요.
장티푸스,배 쪽에 이상한 통증이 있어요. 왜 그런지 모르겠어요. 게다가 약간 열도 나고 오한이랑 두통도 시작됐어요.
장티푸스,"밤마다 열이 많이 나고, 정말 불편해요. 머리도 좀 아프고, 변비랑 설사도 있어요. 아무것도 먹고 싶지 않아요."
장티푸스,요즘 구토랑 설사 때문에 수분 보충이 잘 안 돼요. 열도 많이 나고 변비에 두통도 있어요. 게다가 배 쪽에 이상한 통증이 생기기 시작해서 몸을 잘 못 움직이겠어요.
장티푸스,"지난주부터 두통이 점점 심해지고 있어요. 게다가 배도 아프고, 변비랑 설사도 같이 겪고 있어요. 무슨 일인지 모르겠고 정말 걱정돼요."
장티푸스,"지난주에 구역질이랑 구토 때문에 많이 못 먹어서 체중이 많이 줄었어요. 그러고 나서 고열이랑 두통, 복통도 생겼어요."
장티푸스,요즘 설사랑 변비가 번갈아 가면서 있어서 좀 걱정이에요. 배도 심하게 아프고요. 계속 피곤하고 아무것도 먹고 싶지 않아요.
장티푸스,요즘 설사랑 물 같은 변을 하루에 여러 번 보고 있어요. 식욕도 없고 계속 속이 안 좋아요. 약간 열도 나는 것 같고요. 배도 많이 아파요. 왜 이런지 잘 모르겠어요.
수두,온몸이 너무 가려워서 미치겠어요. 게다가 피부에 빨갛고 염증이 있는 발진도 생겼어요.
수두,"요즘 너무 피곤하고 기운이 하나도 없어요. 낮에도 눈을 간신히 뜨고 있을 정도고, 무기력해서 아무것도 할 의욕이 안 생겨요."
수두,"며칠 동안 열이 많이 났어요. 왜 그런지 잘 모르겠어요. 그리고 피부에 발진도 생겼는데, 가려워서 긁지 않고 참기가 힘들어요."
수두,요즘 입맛이 없어서 아무것도 못 먹겠어요. 건강이 걱정돼요.
수두,몸에 이유를 모르겠는 작은 빨간 점들이 생겼어요. 좀 걱정돼요. 너무 피곤하고 매일 밤에 약간 열도 나요.
수두,림프절이 부어서 목이랑 겨드랑이가 불편해요. 왜 그런지 모르겠어요.
수두,"속이 너무 안 좋고 뭔가 잘못된 것 같아요. 뭐 때문인지 모르겠어요. 팔에 작은 빨간 점들이 생겼는데, 만지면 가려워요."
수두,밤에 가려워서 잠을 잘 못 자겠어요. 쉬지를 못하겠어요. 게다가 식욕도 없고 기운도 없어요.
수두,피부에 생긴 이 발진이 걱정돼요. 빠르게 번지고 있어서 불편함이 많아요. 가려움 때문에 밤에 잠도 거의 못 자겠어요.
수두,요즘 기운이 하나도 없고 입맛도 없어요. 몸이 너무 안 좋은데 뭐가 문제인지 모르겠어요.
수두,"피부에 빨갛고 염증이 있는 발진이 생겼는데, 몸 전체로 퍼지고 있어요. 특히 팔이랑 다리가 심하게 가려워서 힘들어요."
수두,"며칠째 열이 많이 나서 걱정이에요. 왜 그런지 모르겠어요. 그리고 팔이랑 다리에 빨간 반점이 생겼는데, 몇 군데는 부어오르기까지 했어요."
수두,"피부에 빨갛고 부어오른 발진이 생겼는데, 이게 온몸으로 퍼지고 있어요. 약간 열도 나고, 많이 불편해요."
수두,"요즘 너무 피곤하고 기운이 하나도 없어요. 낮에는 눈을 간신히 뜨고 있을 정도고, 무기력해서 아무것도 할 의욕이 안 생겨요."
수두,"몸에 작은 빨간 반점들이 생겼는데, 왜 그런지 모르겠어요. 그게 가렵고 불편한데 빠르게 퍼지는 것 같아서 걱정돼요."
수두,밤에 가려워서 잠을 잘 못 자겠어요. 발진이 너무 가렵고 불편해서 쉬지를 못하겠어요. 정말 피곤하고 지칩니다.
수두,"요즘 기운도 없고 입맛도 없어요. 열도 많이 나고 두통도 심한데, 뭐가 문제인지 모르겠어요."
수두,고열이랑 림프절 부어서 너무 불편해요. 두통도 있고 몸이 약하고 피곤해요. 열 때문에 집중하기가 힘들어요.
